type,medicine,condition,food,interaction,explanation,safe_alternative
medicine,amoxicillin,,brown rice,safe,Brown rice with amoxicillin generally poses no significant problem when consumed in moderation.,
medicine,sitagliptin,,poha,safe,Poha with sitagliptin generally poses no significant problem when consumed in moderation.,
medicine,lisinopril,,french fries,safe,French fries with lisinopril generally poses no significant problem when consumed in moderation.,
medicine,lisinopril,,coffee,safe,Coffee with lisinopril generally poses no significant problem when consumed in moderation.,
medicine,tetracycline,,pasta,safe,Pasta with tetracycline generally poses no significant problem when consumed in moderation.,
medicine,losartan,,aged cheese,safe,Aged cheese with losartan generally poses no significant problem when consumed in moderation.,
medicine,theophylline,,sev,safe,Sev with theophylline generally poses no significant problem when consumed in moderation.,
medicine,ciprofloxacin,,paneer,risky,Minerals in dairy can bind ciprofloxacin and reduce absorption; separate dosing.,
medicine,venlafaxine,,pakora,safe,Pakora with venlafaxine generally poses no significant problem when consumed in moderation.,
medicine,calcium supplements,,ramen,safe,Ramen with calcium supplements generally poses no significant problem when consumed in moderation.,
medicine,amitriptyline,,ice cream,safe,Ice cream with amitriptyline generally poses no significant problem when consumed in moderation.,
medicine,rosuvastatin,,quinoa,safe,Quinoa with rosuvastatin generally poses no significant problem when consumed in moderation.,
medicine,lisinopril,,tonic water,safe,Tonic water with lisinopril generally poses no significant problem when consumed in moderation.,
medicine,omeprazole,,jalebi,safe,Jalebi with omeprazole generally poses no significant problem when consumed in moderation.,
medicine,fluoxetine,,coconut water,safe,Coconut water with fluoxetine generally poses no significant problem when consumed in moderation.,
medicine,citalopram,,pickles,safe,Pickles with citalopram generally poses no significant problem when consumed in moderation.,
medicine,amlodipine,,beetroot,safe,Beetroot with amlodipine generally poses no significant problem when consumed in moderation.,
medicine,clopidogrel,,grapefruit juice,risky,Grapefruit may inhibit CYP2C19 and reduce clopidogrel activation.,
medicine,clopidogrel,,fermented tofu,safe,Fermented tofu with clopidogrel generally poses no significant problem when consumed in moderation.,
medicine,rosuvastatin,,kadhi,safe,Kadhi with rosuvastatin generally poses no significant problem when consumed in moderation.,
medicine,lisinopril,,avocado,risky,Avocado is high in potassium; ACE inhibitors may increase hyperkalemia risk.,
medicine,ciprofloxacin,,paneer butter masala,safe,Paneer butter masala with ciprofloxacin generally poses no significant problem when consumed in moderation.,
medicine,amoxicillin,,pulao,safe,Pulao with amoxicillin generally poses no significant problem when consumed in moderation.,
medicine,tacrolimus,,ghee,safe,Ghee with tacrolimus generally poses no significant problem when consumed in moderation.,
medicine,clarithromycin,,barfi,safe,Barfi with clarithromycin generally poses no significant problem when consumed in moderation.,
medicine,pantoprazole,,apple juice,safe,Apple juice with pantoprazole generally poses no significant problem when consumed in moderation.,
medicine,warfarin,,kachori,safe,Kachori with warfarin generally poses no significant problem when consumed in moderation.,
medicine,aspirin,,biryani,safe,Biryani with aspirin generally poses no significant problem when consumed in moderation.,
medicine,theophylline,,beer,safe,Beer with theophylline generally poses no significant problem when consumed in moderation.,
medicine,loratadine,,rasgulla,safe,Rasgulla with loratadine generally poses no significant problem when consumed in moderation.,
medicine,rosuvastatin,,spring rolls,safe,Spring rolls with rosuvastatin generally poses no significant problem when consumed in moderation.,
medicine,iron supplements,,edamame,safe,Edamame with iron supplements generally poses no significant problem when consumed in moderation.,
medicine,dabigatran,,veg biryani,safe,Veg biryani with dabigatran generally poses no significant problem when consumed in moderation.,
medicine,digoxin,,licorice,dangerous,Licorice can lower potassium and increase digoxin toxicity risk.,
medicine,amitriptyline,,oats,safe,Oats with amitriptyline generally poses no significant problem when consumed in moderation.,
medicine,amoxicillin,,raisins,safe,Raisins with amoxicillin generally poses no significant problem when consumed in moderation.,
medicine,phenytoin,,ghee,safe,Ghee with phenytoin generally poses no significant problem when consumed in moderation.,
medicine,calcium supplements,,white rice,safe,White rice with calcium supplements generally poses no significant problem when consumed in moderation.,
medicine,ibuprofen,,banana,safe,Banana with ibuprofen generally poses no significant problem when consumed in moderation.,
medicine,clarithromycin,,brown rice,safe,Brown rice with clarithromycin generally poses no significant problem when consumed in moderation.,
medicine,azithromycin,,jalebi,safe,Jalebi with azithromycin generally poses no significant problem when consumed in moderation.,
medicine,esomeprazole,,spinach soup,safe,Spinach soup with esomeprazole generally poses no significant problem when consumed in moderation.,
medicine,sitagliptin,,cheese,safe,Cheese with sitagliptin generally poses no significant problem when consumed in moderation.,
medicine,insulin,,kathi roll,safe,Kathi roll with insulin generally poses no significant problem when consumed in moderation.,
medicine,levothyroxine,,tempeh,risky,Tempeh may reduce levothyroxine absorption; take on an empty stomach.,
medicine,fluoxetine,,black tea,safe,Black tea with fluoxetine generally poses no significant problem when consumed in moderation.,
medicine,atenolol,,palak paneer,safe,Palak paneer with atenolol generally poses no significant problem when consumed in moderation.,
medicine,cetirizine,,sambar,safe,Sambar with cetirizine generally poses no significant problem when consumed in moderation.,
medicine,rosuvastatin,,dosa,safe,Dosa with rosuvastatin generally poses no significant problem when consumed in moderation.,
medicine,carbamazepine,,cheese,safe,Cheese with carbamazepine generally poses no significant problem when consumed in moderation.,
medicine,metronidazole,,ice cream,safe,Ice cream with metronidazole generally poses no significant problem when consumed in moderation.,
medicine,ramipril,,pasta,safe,Pasta with ramipril generally poses no significant problem when consumed in moderation.,
medicine,rivaroxaban,,leafy greens salad,safe,Leafy greens salad with rivaroxaban generally poses no significant problem when consumed in moderation.,
medicine,rivaroxaban,,poha,safe,Poha with rivaroxaban generally poses no significant problem when consumed in moderation.,
medicine,fluoxetine,,green tea,safe,Green tea with fluoxetine generally poses no significant problem when consumed in moderation.,
medicine,isocarboxazid,,kheer,safe,Kheer with isocarboxazid generally poses no significant problem when consumed in moderation.,
medicine,bupropion,,garlic,safe,Garlic with bupropion generally poses no significant problem when consumed in moderation.,
medicine,diclofenac,,dal makhani,safe,Dal makhani with diclofenac generally poses no significant problem when consumed in moderation.,
medicine,cyclosporine,,pulao,safe,Pulao with cyclosporine generally poses no significant problem when consumed in moderation.,
medicine,ciprofloxacin,,butter chicken,safe,Butter chicken with ciprofloxacin generally poses no significant problem when consumed in moderation.,
medicine,clopidogrel,,tempeh,safe,Tempeh with clopidogrel generally poses no significant problem when consumed in moderation.,
medicine,warfarin,,turmeric latte,safe,Turmeric latte with warfarin generally poses no significant problem when consumed in moderation.,
medicine,fenofibrate,,cheese,safe,Cheese with fenofibrate generally poses no significant problem when consumed in moderation.,
medicine,valproate,,whole wheat roti,safe,Whole wheat roti with valproate generally poses no significant problem when consumed in moderation.,
medicine,levetiracetam,,ghee,safe,Ghee with levetiracetam generally poses no significant problem when consumed in moderation.,
medicine,metformin,,halwa,risky,High-sugar foods like halwa can worsen glucose control while on metformin.,
medicine,fluoxetine,,curd rice,safe,Curd rice with fluoxetine generally poses no significant problem when consumed in moderation.,
