medicine,use,side_effect,condition,age_grp,risk_level,food_allergies,allergens_medicine,food_name,ingredients,main_ingredient,allergens,alternative_food
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Child,safe,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
bupropion,anti-depressant,vomiting,Fever,Senior,dangerous,wheat,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
bupropion,anti-depressant,vomiting,Asthma,Senior,safe,wheat,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
metronidazole,antibiotic,headache,Hypertension,Child,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
metronidazole,antibiotic,headache,Cold,Child,cautious,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
pravastatin,cholesterol control,dizziness,Flu,Child,cautious,eggs,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
fexofenadine,anti-allergy,fatigue,Hypertension,Senior,safe,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Child,dangerous,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
fexofenadine,anti-allergy,fatigue,Fever,Child,safe,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
pravastatin,cholesterol control,dizziness,Fever,Adult,dangerous,eggs,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Asthma,Adult,safe,sesame,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
metronidazole,antibiotic,headache,Hypertension,Senior,safe,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
bupropion,anti-depressant,vomiting,Fever,Child,dangerous,wheat,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
fexofenadine,anti-allergy,fatigue,Hypertension,Senior,dangerous,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
nitrofurantoin,urinary antiseptic,rashes,Asthma,Adult,cautious,sesame,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
gliclazide,treatment of diabetes,stomach pain,Hypertension,Adult,cautious,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
nitrofurantoin,urinary antiseptic,rashes,Fever,Child,cautious,sesame,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
dabigatran,blood thinner,nausea,Asthma,Adult,dangerous,peanuts,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
fexofenadine,anti-allergy,fatigue,Asthma,Senior,safe,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
gliclazide,treatment of diabetes,stomach pain,Flu,Senior,safe,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
fexofenadine,anti-allergy,fatigue,Fever,Adult,safe,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
fexofenadine,anti-allergy,fatigue,Asthma,Senior,dangerous,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Hypertension,Senior,safe,sesame,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Child,safe,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
fexofenadine,anti-allergy,fatigue,Hypertension,Adult,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
metronidazole,antibiotic,headache,Flu,Adult,cautious,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
phenytoin,anti-seizure,diarrhea,Hypertension,Child,cautious,No allergens reported,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
pravastatin,cholesterol control,dizziness,Asthma,Adult,dangerous,eggs,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
dabigatran,blood thinner,nausea,Hypertension,Child,cautious,peanuts,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
gliclazide,treatment of diabetes,stomach pain,Asthma,Child,cautious,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Fever,Child,dangerous,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
bupropion,anti-depressant,vomiting,Fever,Senior,cautious,wheat,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
bupropion,anti-depressant,vomiting,Hypertension,Child,cautious,wheat,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Hypertension,Adult,cautious,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
metronidazole,antibiotic,headache,Cold,Senior,dangerous,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
metronidazole,antibiotic,headache,Hypertension,Senior,cautious,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
magnesium supplements,treatment of kidney stone,tiredness,Flu,Adult,dangerous,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
phenytoin,anti-seizure,diarrhea,Cold,Senior,dangerous,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Hypertension,Child,cautious,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
metronidazole,antibiotic,headache,Asthma,Senior,cautious,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Fever,Adult,dangerous,No allergens reported,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
fexofenadine,anti-allergy,fatigue,Flu,Senior,cautious,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
phenytoin,anti-seizure,diarrhea,Cold,Adult,dangerous,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
bupropion,anti-depressant,vomiting,Hypertension,Child,dangerous,wheat,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
dabigatran,blood thinner,nausea,Asthma,Senior,safe,peanuts,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
phenytoin,anti-seizure,diarrhea,Hypertension,Adult,dangerous,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
metronidazole,antibiotic,headache,Fever,Child,cautious,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Flu,Child,cautious,sesame,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
bupropion,anti-depressant,vomiting,Flu,Senior,safe,wheat,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Flu,Adult,cautious,sesame,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
bupropion,anti-depressant,vomiting,Cold,Senior,dangerous,wheat,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
dabigatran,blood thinner,nausea,Cold,Adult,safe,peanuts,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
pravastatin,cholesterol control,dizziness,Hypertension,Senior,cautious,eggs,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
pravastatin,cholesterol control,dizziness,Fever,Adult,cautious,eggs,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
nitrofurantoin,urinary antiseptic,rashes,Asthma,Senior,dangerous,sesame,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
pravastatin,cholesterol control,dizziness,Cold,Senior,dangerous,eggs,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
phenytoin,anti-seizure,diarrhea,Cold,Adult,cautious,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
phenytoin,anti-seizure,diarrhea,Fever,Child,safe,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
metronidazole,antibiotic,headache,Flu,Adult,cautious,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
metronidazole,antibiotic,headache,Hypertension,Senior,safe,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
gliclazide,treatment of diabetes,stomach pain,Asthma,Adult,cautious,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
fexofenadine,anti-allergy,fatigue,Flu,Adult,dangerous,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Senior,cautious,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Fever,Child,safe,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
phenytoin,anti-seizure,diarrhea,Asthma,Adult,cautious,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
gliclazide,treatment of diabetes,stomach pain,Hypertension,Child,cautious,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
pravastatin,cholesterol control,dizziness,Asthma,Child,dangerous,eggs,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Cold,Senior,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
metronidazole,antibiotic,headache,Fever,Adult,safe,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
phenytoin,anti-seizure,diarrhea,Fever,Child,cautious,No allergens reported,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
phenytoin,anti-seizure,diarrhea,Flu,Senior,safe,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
magnesium supplements,treatment of kidney stone,tiredness,Hypertension,Child,dangerous,No allergens reported,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
pravastatin,cholesterol control,dizziness,Hypertension,Child,dangerous,eggs,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
magnesium supplements,treatment of kidney stone,tiredness,Fever,Senior,safe,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
magnesium supplements,treatment of kidney stone,tiredness,Hypertension,Child,safe,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
fexofenadine,anti-allergy,fatigue,Cold,Child,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
pravastatin,cholesterol control,dizziness,Fever,Adult,safe,eggs,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
pravastatin,cholesterol control,dizziness,Flu,Senior,safe,eggs,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
dabigatran,blood thinner,nausea,Cold,Adult,dangerous,peanuts,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Adult,cautious,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
phenytoin,anti-seizure,diarrhea,Fever,Child,dangerous,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
gliclazide,treatment of diabetes,stomach pain,Flu,Child,cautious,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
metronidazole,antibiotic,headache,Asthma,Senior,cautious,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
